index,feature_0,feature_1,feature_2,target
0,0.034510613878710315,4.298645853454836,0.028239068682392895,1.0
1,0.06662974909360078,4.660793774641458,0.10801525225808052,1.0
2,0.08443212902615321,3.4721113878987677,-0.2195553168957085,1.0
3,1.0765186541875111,-0.3896188917683285,-0.24597635461141745,2.0
4,-0.2690838746801835,3.1867314981326267,0.7423654759361518,1.0
5,0.0535523228947571,-0.4157457571563925,-0.277454016594044,0.0
6,-0.07622102964709664,3.911331808709517,-0.08508280977900401,1.0
7,-0.06645660316927234,3.712304219560454,-0.1323917925083143,1.0
8,1.1809912232295874,-0.9163007139537884,-0.1988547831139592,2.0
9,0.8715745239007375,0.02133964441979612,-0.1929969149009124,2.0
10,0.9917832459491762,-0.5534477909063721,1.1691482797163213,2.0
11,-0.06145298889442461,4.4273932957480975,0.015771930475534934,1.0
12,1.1793297082130063,-0.9113818684879889,-0.03141227914765515,2.0
13,0.9679187248668042,0.5821897210729688,-0.2187163156095362,2.0
14,0.9635408201678699,0.0013727616861024295,0.967567105262558,2.0
15,-0.02654208412410741,-0.4789783467230722,-0.1923109918112596,0.0
16,-0.15192466805016355,0.18854839955716432,-0.3704387000021565,0.0
17,0.2798661766717135,0.2842997525470725,1.583037031411551,0.0
18,0.07495276654544007,4.283201362551565,0.6936819294036181,1.0
19,1.1474024714154911,-0.8400424339098055,0.9634559047257996,2.0
20,-0.07245915775251592,0.08807580719132961,1.3377699816489614,0.0
21,0.9782682157078171,0.025824522510232584,-0.4810289573713621,2.0
22,-0.318584358646471,-0.31545301300845663,1.1821451534653082,0.0
23,0.07829123484253464,0.17819080393991166,0.9460310954773729,0.0
24,0.02777633052448711,4.255266918510503,0.2043239385822732,1.0
25,0.9455325008266652,-1.204474116447006,-0.36918343807030585,2.0
26,0.04787617656287706,0.8042702676138868,0.6616573624907669,0.0
27,-0.18586606134808512,3.119484840548536,0.15114928655288604,1.0
28,1.0090128991922744,0.23298720325406974,-0.4085011679581646,2.0
29,-0.2375854235228585,0.4562487936865784,1.4516078946553217,0.0
30,-0.0739684233599658,4.866179202081288,-0.3882434093499142,1.0
31,-0.27998099270409244,4.604508213902154,0.5484216932479791,1.0
32,-0.008234100092442955,4.1713324449145945,1.0006131420003677,1.0
33,0.1272261319000002,3.2604860111388945,0.5949946736369107,1.0
34,-0.20188063852098226,3.508445284167101,1.5551814892010072,1.0
35,-0.0987174733612885,3.817764382734001,0.7684848130512587,1.0
36,0.018400547399219327,0.9748070750817364,0.7271666232493317,0.0
37,0.1398287346390577,3.858066827668632,0.8223087409210161,1.0
38,0.9364602127407734,-0.8193704425140896,1.5337323319503475,2.0
39,1.0214573154818432,0.5097671931097278,0.1900364352543248,2.0
40,0.12609300397568296,0.3280401409208276,1.2502054811989525,0.0
41,0.9087990785594016,-0.6086878360244483,-0.30777910056152274,2.0
42,0.8439709420276154,1.1671170445661598,0.8772583606182159,2.0
43,-0.012515695468554128,3.1302128681808816,0.7084377411799379,1.0
44,0.15111659597927976,3.2470463991986245,0.8250825603301069,1.0
45,0.8174654934489749,0.8180259081230038,0.43422298390682795,2.0
46,0.04337529658617272,1.4731800839465363,0.9769067044810504,0.0
47,-0.14456383893159164,3.4257094510629744,0.8923331620030168,1.0
48,1.1132099947101717,0.11965439159206025,1.2829928868130396,2.0
49,-0.2111267542076732,-0.4666900125545251,1.4099505994822341,0.0
50,0.10970703788624886,4.354253236750878,-0.05693683007019645,1.0
51,0.14667233245293004,2.7366118348958053,1.0537316952963058,1.0
52,1.0340551718297333,-0.19444090512538206,0.6441174567236894,2.0
53,-0.13338612423424864,4.573180334942653,0.1262427828316406,1.0
54,-0.099393563841877,0.3423592011558956,-0.08921431430800336,0.0
55,0.9827163651171704,-0.2309657330460487,0.013157035988899557,2.0
56,-0.03690937321949229,-0.5059479571897151,0.3523156163771862,0.0
57,-0.4529268233731238,4.110309726852217,0.5189449572689573,1.0
58,1.0765236203372774,0.7635420977571417,0.1708444204945201,2.0
59,0.8394712655658503,1.0314243677050925,0.2955575445010097,2.0
60,0.4423641637963088,4.746807748442072,1.4061073647884732,1.0
61,0.17949472299684766,-0.3658697425916293,-0.09014107324510252,0.0
62,-0.14858044876960325,-0.3397786377616631,-0.3947729673712107,0.0
63,0.0767249363042792,5.161092424036138,1.0550925645521956,1.0
64,-0.13555527910951926,0.1946155690329618,0.21218622311867247,0.0
65,0.8843199550676064,-1.0643817696672777,0.04528456572867812,2.0
