index,[0 - V1 (numeric)],[1 - V2 (numeric)],[2 - V3 (numeric)],[3 - V4 (numeric)],[4 - V5 (numeric)],[5 - V6 (numeric)],[6 - V7 (numeric)],target
0,15.260000228881836,14.84000015258789,0.8709999918937683,5.763000011444092,3.312000036239624,2.2209999561309814,5.21999979019165,0.0
1,14.880000114440918,14.569999694824219,0.8810999989509583,5.553999900817871,3.3329999446868896,1.0180000066757202,4.955999851226807,0.0
2,14.289999961853027,14.09000015258789,0.9049999713897705,5.290999889373779,3.3369998931884766,2.6989998817443848,4.824999809265137,0.0
3,13.84000015258789,13.9399995803833,0.8955000042915344,5.323999881744385,3.378999948501587,2.259000062942505,4.804999828338623,0.0
4,16.139999389648438,14.989999771118164,0.9034000039100647,5.6579999923706055,3.562000036239624,1.3550000190734863,5.175000190734863,0.0
5,14.380000114440918,14.210000038146973,0.8950999975204468,5.386000156402588,3.312000036239624,2.4619998931884766,4.955999851226807,0.0
6,14.6899995803833,14.489999771118164,0.8798999786376953,5.563000202178955,3.259000062942505,3.5859999656677246,5.218999862670898,0.0
7,14.109999656677246,14.100000381469727,0.8910999894142151,5.420000076293945,3.302000045776367,2.700000047683716,5.0,0.0
8,16.6299991607666,15.460000038146973,0.8747000098228455,6.052999973297119,3.4649999141693115,2.0399999618530273,5.876999855041504,0.0
9,16.440000534057617,15.25,0.8880000114440918,5.883999824523926,3.505000114440918,1.968999981880188,5.5329999923706055,0.0
10,15.260000228881836,14.850000381469727,0.8695999979972839,5.714000225067139,3.242000102996826,4.543000221252441,5.314000129699707,0.0
11,14.029999732971191,14.15999984741211,0.8795999884605408,5.438000202178955,3.2009999752044678,1.7170000076293945,5.000999927520752,0.0
12,13.890000343322754,14.020000457763672,0.8880000114440918,5.439000129699707,3.1989998817443848,3.9860000610351562,4.73799991607666,0.0
13,13.779999732971191,14.0600004196167,0.8758999705314636,5.479000091552734,3.1559998989105225,3.135999917984009,4.872000217437744,0.0
14,13.739999771118164,14.050000190734863,0.8744000196456909,5.48199987411499,3.114000082015991,2.931999921798706,4.824999809265137,0.0
15,14.59000015258789,14.279999732971191,0.8992999792098999,5.35099983215332,3.3329999446868896,4.184999942779541,4.781000137329102,0.0
16,13.989999771118164,13.829999923706055,0.9182999730110168,5.11899995803833,3.382999897003174,5.234000205993652,4.781000137329102,0.0
17,15.6899995803833,14.75,0.9057999849319458,5.5269999504089355,3.5139999389648438,1.5989999771118164,5.046000003814697,0.0
18,14.699999809265137,14.210000038146973,0.9153000116348267,5.204999923706055,3.4660000801086426,1.7669999599456787,4.64900016784668,0.0
19,12.720000267028809,13.569999694824219,0.8686000108718872,5.22599983215332,3.0490000247955322,4.1020002365112305,4.914000034332275,0.0
20,14.15999984741211,14.399999618530273,0.8583999872207642,5.6579999923706055,3.128999948501587,3.072000026702881,5.176000118255615,0.0
21,14.109999656677246,14.260000228881836,0.8722000122070312,5.519999980926514,3.1679999828338623,2.687999963760376,5.218999862670898,0.0
22,15.880000114440918,14.899999618530273,0.8988000154495239,5.618000030517578,3.506999969482422,0.7651000022888184,5.091000080108643,0.0
23,12.079999923706055,13.229999542236328,0.8664000034332275,5.098999977111816,2.936000108718872,1.4149999618530273,4.960999965667725,0.0
24,15.010000228881836,14.760000228881836,0.8657000064849854,5.789000034332275,3.244999885559082,1.7910000085830688,5.000999927520752,0.0
25,16.190000534057617,15.15999984741211,0.8848999738693237,5.833000183105469,3.4210000038146973,0.902999997138977,5.307000160217285,0.0
26,13.020000457763672,13.760000228881836,0.8640999794006348,5.394999980926514,3.0260000228881836,3.372999906539917,4.824999809265137,0.0
27,12.739999771118164,13.670000076293945,0.8564000129699707,5.394999980926514,2.9560000896453857,2.503999948501587,4.86899995803833,0.0
28,14.109999656677246,14.180000305175781,0.8820000290870667,5.540999889373779,3.2209999561309814,2.753999948501587,5.038000106811523,0.0
29,13.449999809265137,14.020000457763672,0.8604000210762024,5.515999794006348,3.065000057220459,3.5309998989105225,5.0970001220703125,0.0
30,13.15999984741211,13.819999694824219,0.8661999702453613,5.453999996185303,2.9749999046325684,0.8550999760627747,5.056000232696533,0.0
31,15.489999771118164,14.9399995803833,0.8723999857902527,5.756999969482422,3.371000051498413,3.4119999408721924,5.228000164031982,0.0
32,14.09000015258789,14.40999984741211,0.8529000282287598,5.7170000076293945,3.186000108718872,3.9200000762939453,5.298999786376953,0.0
33,13.9399995803833,14.170000076293945,0.8727999925613403,5.585000038146973,3.1500000953674316,2.124000072479248,5.01200008392334,0.0
34,15.050000190734863,14.680000305175781,0.8779000043869019,5.711999893188477,3.328000068664551,2.128999948501587,5.360000133514404,0.0
35,16.1200008392334,15.0,0.8999999761581421,5.709000110626221,3.484999895095825,2.2699999809265137,5.442999839782715,0.0
36,16.200000762939453,15.270000457763672,0.8733999729156494,5.826000213623047,3.4639999866485596,2.822999954223633,5.5269999504089355,0.0
37,17.079999923706055,15.380000114440918,0.9078999757766724,5.831999778747559,3.683000087738037,2.9560000896453857,5.484000205993652,0.0
38,14.800000190734863,14.520000457763672,0.8823000192642212,5.656000137329102,3.2880001068115234,3.111999988555908,5.309000015258789,0.0
39,14.279999732971191,14.170000076293945,0.8944000005722046,5.396999835968018,3.2980000972747803,6.684999942779541,5.000999927520752,0.0
40,13.539999961853027,13.850000381469727,0.8870999813079834,5.3480000495910645,3.1559998989105225,2.5869998931884766,5.177999973297119,0.0
41,13.5,13.850000381469727,0.885200023651123,5.35099983215332,3.1579999923706055,2.249000072479248,5.176000118255615,0.0
42,13.15999984741211,13.550000190734863,0.9009000062942505,5.138000011444092,3.2009999752044678,2.4609999656677246,4.7829999923706055,0.0
43,15.5,14.859999656677246,0.8820000290870667,5.876999855041504,3.3959999084472656,4.710999965667725,5.5279998779296875,0.0
44,15.109999656677246,14.539999961853027,0.8985999822616577,5.578999996185303,3.4619998931884766,3.128000020980835,5.179999828338623,0.0
45,13.800000190734863,14.039999961853027,0.8794000148773193,5.375999927520752,3.1549999713897705,1.559999942779541,4.960999965667725,0.0
