index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
0,0.08878348563010413,-0.10709008196749156,0.05239935462918412,0.055601717508328964,0.9329847185990142,3.910687812840656,1.0431657563896644,1.2610180558731887,3.0
1,0.0020700954714658265,-0.1288819782049318,0.1865295165591952,0.20870175642504227,8.137890480856942,3.337765112581164,0.019281545682731625,1.1106064848555626,6.0
2,-0.07849431368978935,-0.2002836305582218,-0.07763508314049017,0.8468845780953096,1.4996098286920236,-0.037986198994668915,0.9619488738048112,-0.024718479447235542,9.0
3,-0.00413981726673332,0.12136320702181735,0.012565041352824359,0.016533193760806537,-0.31997874674819315,-0.01879205582795226,1.0338581945781264,0.0023812404033656904,1.0
4,-0.0762195717575498,-0.07902479921261171,0.09844168146388854,-0.03244446461212306,1.0980130239528858,2.777748093999524,0.03068935784461822,0.9353169150805384,2.0
5,-0.06345810564754636,0.0919261323271656,-0.124267754012338,0.0582784595706811,1.2685803861789524,-0.8156426850420054,0.9123415218982476,-0.2860334129104423,1.0
6,0.052216805616794815,-0.002752965461965831,0.08995429291203158,0.15292283039190446,0.4908730695896388,3.003416364548316,-0.14430198555851756,0.986895310899251,2.0
7,0.032072004435017,-0.18597387903670973,-0.10763495004532672,1.3030739518091892,-0.2689373404553469,0.2412164622041513,0.9284274189894778,0.07819218003023719,9.0
8,-0.12189237040847566,0.10736447912915413,0.15394350696695774,0.9308480264417972,-0.24421198459700544,2.6580179483666555,-0.02238072551883354,0.8680731382425811,10.0
9,-0.05191250523683768,0.11978456566641027,0.007070802100500905,-0.11855192557222367,-0.6294672641487721,0.22426725714844306,-0.08034032948888503,0.09159542629185688,0.0
10,-0.0990738520763728,-0.10606200785655692,0.11880616650532412,1.1037067365554083,0.4288286085995955,0.3537368555198931,-0.0967211060653187,0.11052814116434878,8.0
11,0.04444559424959922,0.20748044913315836,0.01920355941150229,0.028330542979504082,-0.06551240587422713,-0.6331945010486837,-0.002916526299413857,-0.2692045980693274,0.0
12,-0.05576374929082428,-0.05181421361801551,0.02552549310933999,-0.15928927756470565,-1.2385681214513686,-0.2370865930133039,-0.0234791866883032,-0.08652530547020408,0.0
13,0.043796199163479085,-0.0063698524864599605,-0.08086284807970467,0.9795483070956352,-1.4074673907309938,0.7514385443575905,0.8642036801735364,0.2297086383689841,9.0
14,0.1930273600182801,-0.22901223486720945,0.18661020051190425,0.023211921392288025,-0.0851075384459453,-0.17982329864695346,1.0439049725787275,-0.0925666158582034,1.0
15,0.05547166387226996,0.03200612031511872,-0.05577095251970614,0.9434709310686272,-1.0550772302346108,0.5889757629310813,1.0014795401081222,0.17157672154590894,9.0
16,-0.040180894402427336,0.2626764476077205,0.019807814146557964,0.9699773347751935,-0.7354063244176319,3.3620826632301237,1.095390615411051,1.1228823905133676,11.0
17,0.0023104225796034953,0.07501482684244604,-0.03412934322528016,0.035658298773728635,-0.11452588784356245,0.032008668447597005,0.0654672727980605,0.037242372714163634,0.0
18,-0.3290249567990796,-0.02055857739781833,-0.17935205680866542,0.13265939682014974,8.68411847043277,0.15400142404880673,1.167310684987532,0.05759749749356851,5.0
19,0.1254163942373393,0.1738594755225211,-0.11166036110106553,-0.08919432623313721,6.893331484155137,-0.07722655350530386,0.051299421189096785,-0.03787225226608275,4.0
20,0.05460401295073352,0.2282571543283396,0.12981409911156805,1.1258722375415933,-1.2213243244011056,0.25207391603902946,-0.005841748186660172,0.09314272258309053,8.0
21,-0.06881189716604824,0.043538388678114985,0.05434332049110127,0.02867411424062978,-0.4842685353839697,2.7783642885804434,-0.0028109478090589807,0.9169396233224344,2.0
22,-0.062303405033619565,0.0914778464798444,0.023041709201254985,0.8917012544469836,-0.005240144107201857,0.2587209171725469,-0.02070874685949372,0.0723482983409194,8.0
23,0.00542391646722449,0.08457236435657865,-0.06690491581892352,0.03994271905189757,8.273776792206013,2.37641573360827,1.2216802621506704,0.7690513245047635,7.0
