index,feature_0,feature_1,feature_2,feature_3,target
0,-0.10448796845541036,0.8562675688337834,2.835916404241448,-0.11407757756401757,1.0
1,0.6327308381532982,0.11953924232358573,0.5273219542480653,0.6536981358660067,2.0
2,2.9430648662132373,0.3517023775110377,-0.14672146045583767,2.9501658196423386,8.0
3,2.100295309857953,2.4763005158782385,-0.5660730660861252,2.1338853467089374,6.0
4,3.972400062799362,0.07213349531505862,0.864972934643223,3.9663901314868593,11.0
5,1.8974719695889868,1.6491653252013048,1.4229996218670826,1.887672630539536,6.0
6,2.436286595065032,2.9579738922279626,2.266623150243817,2.4215974852489355,9.0
7,0.14198270890873246,1.301098942657117,0.8669683693101434,0.1314565641952343,1.0
8,-0.4061613296923807,3.79550761075767,4.598147435673326,-0.4341056146108725,10.0
9,1.6643556107945792,2.27776850275398,0.8615459736613308,1.6513791835235432,6.0
10,1.3350872969993246,0.11856020961062493,1.6669804058461293,1.3108776452004864,2.0
11,1.7588194808830555,-0.3168111941707448,-0.15567040498368678,1.7731988816694977,5.0
12,1.8758655282953745,2.0406012867033483,0.6935904743759943,1.9054694186801584,6.0
13,0.3305185514611262,1.0163008516923506,-0.4522176466571452,0.3349513445589126,1.0
14,1.4322395292416057,0.0077579814337802935,2.306735254046304,1.4187615382734209,2.0
15,-0.13722917135307713,2.4210868978506936,3.3406132306756002,-0.12234365482082253,4.0
16,3.899653417955679,4.039913856425073,0.3432181132866835,3.8988682242781736,12.0
17,1.8785912079036615,2.5628038428470155,1.2726325034882553,1.8988881624666036,6.0
18,3.1815216182268795,2.809231352543602,-0.6233967040427401,3.1626130609439933,9.0
19,3.1871975516769537,2.9697782065521325,3.8180407488178436,3.16967749387288,9.0
20,1.0040520434217013,0.3688162087005622,3.496587819491156,1.0185752258532126,2.0
21,-0.14880630645303933,2.3962068952403794,-0.3716803073911207,-0.14921164411579196,4.0
22,1.7701419773153726,1.5674015503372796,1.2562068656014915,1.7886795113045908,6.0
23,0.7033992071367432,1.1635181006849973,4.4428522716725025,0.6862287252682538,3.0
24,4.202796330434995,0.1061913351860268,1.4027934855793551,4.21146938371818,11.0
25,3.0049424964186504,3.1203662053385464,2.127006699801212,3.015872242000205,9.0
26,3.9930833825175487,3.8133457004780213,1.2042595879028464,3.962340958063664,12.0
27,0.3582954200256842,0.6963776791927239,2.504397815885099,0.3582269970029845,1.0
28,0.6419406636657042,0.010578688265504038,4.566289041324513,0.6016168272052536,2.0
29,3.757495727035987,4.149899092297448,4.670702442019509,3.7868927948073385,12.0
30,2.9039951040841547,-0.024114156863682783,3.4682600424304724,2.877643075314406,8.0
