index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
0,-0.3917522725249255,-0.013582186976048523,-0.28739147022020634,-0.4666436902628532,-0.11482738330018698,0.17149510001660773,2.03688115916142,0.04155996939264298,3.8546014130003656,0.03331226586239208,-0.2960120141208464,-0.08171136915766042,-0.067526622617321,0.2517889345092444,2.0
1,-0.08832136219846654,-0.1167694847765224,-0.2304849725858349,0.25294141176504964,0.03347543122837951,0.0993332644183615,0.96786935125235,-0.08307943754416296,-2.2025305887040667,0.7310440479648017,-0.24299120133641014,-0.3436160273311778,-0.7127370439023339,0.10191175975720314,1.0
2,0.07227459752413988,0.3690631863046691,0.2882428525776482,0.18721441002573494,-1.164962818149003,-0.07420501976802936,-0.6001740189627377,0.3829909588029377,-0.4514536993295154,1.3384295622309557,0.35158638495217304,-2.1072411339965202,1.902838176690817,-0.07824323082311589,1.0
3,-0.2606569629790592,-0.15916962577405794,-0.20667992951936315,-0.011757331461297763,0.1867230195707079,0.5118051887717112,-5.174012068193809,-0.009399324984647165,-0.596422938890247,1.2555681024835312,-0.2277166114297643,0.6081579291979495,-0.8316920428362973,-0.5007072888224222,1.0
4,0.08280106851575945,0.1728190749990665,-0.3366007522884131,-0.10253920871651924,0.3291643024051246,-0.5220519495623979,3.5028134664379813,0.2869445027905055,3.0276426409689416,-0.2373301282936849,-0.33693106289366764,0.5110269515562249,0.6521079124133053,0.3529758347191806,2.0
5,-0.10582749040822437,-0.0926005058406209,-0.2336068620955081,0.2356773164780724,0.4069602767240392,-0.19198575628213285,1.6348848846367663,-0.04277238336041885,-1.6824677433902278,0.8075120292344259,-0.22403527159977354,0.7498212782762406,-0.2742664388535069,0.16428724014147597,1.0
6,0.1608487898655438,0.1578556621095595,0.3706776526623393,0.10424509837743703,1.4314452142431764,0.06216321070912779,4.083745322273958,0.3258185028496931,8.742200887834983,0.21308014865598315,0.3778354758504821,3.0931413829703867,0.8157901777564626,0.4142891301366689,2.0
7,-0.12054270912886295,-0.02206890252850343,-0.10915512593726133,-0.22051924160352304,0.7819167949940561,-0.07730137878143055,-3.8789598388839637,0.14878623353830187,-2.278550643434898,-0.3113802466223199,-0.09758649025348536,1.5727233247875032,-0.0777911059806847,-0.3958189133326328,0.0
8,-0.16787830800855713,0.2333895775309117,-0.28290574177257505,0.03103273468634632,0.2575852637132828,0.0637563997689339,-2.2672374042114347,-0.13394083653654584,0.2395477970250409,0.8037791893990238,-0.2757986842084851,0.4211645797904057,1.0978462590692184,-0.189341157980276,1.0
9,0.16528233787799895,-0.24269592893687905,-0.7975323410581686,-0.14123816285881402,-0.9358961987795364,0.09423331252958142,8.871454026940976,0.18769482475692909,5.1709647012347935,0.15356781774165115,-0.804139462210384,-1.9920256554822044,-1.180246241363868,0.8545840781515704,0.0
10,-0.0190972334053948,-0.2117616436569741,0.03436870028806251,0.04071836752875585,2.537784700697439,-0.16497704133548424,-2.266314504935956,0.07533925036028083,5.123539171546562,-0.2897235399259324,0.03458959638185298,5.497104070678558,-0.9852338769377472,-0.2103096218414311,2.0
11,0.29375267421395684,-0.5676170496058935,0.20632530540613025,0.4444196106650446,1.6661686907546158,-0.3801840967511264,2.7441634453281165,0.4848040087503698,7.055690208240977,-0.3922293301532245,0.19320509034316785,3.458333745875607,-2.983482515564233,0.2770779270377655,2.0
12,-0.16952999173223388,-0.24199810923624102,-0.2082041361870356,0.42573209468305023,-0.16485529431334775,-0.17762323095412655,-2.0193555966999566,-0.14359619358706927,8.006650841302019,-0.4393144045154485,-0.22304537247980455,-0.3742869048780794,-1.1496295648101482,-0.1928279824020664,2.0
13,-0.1845969316945087,0.19077834022891066,-0.01371438951153083,-0.29315690728076793,0.5216978573835607,-0.2303426616504711,4.256436605820212,0.13351625003314865,-0.5233040023542986,1.0295236948659705,-0.04007927734955606,1.2719754654045854,0.8479581609041265,0.4180387612040696,1.0
14,-0.0060196827385070786,-0.31473092312060835,0.010881701864617085,-0.21096417642410628,-3.250088434097828,-0.2380617518805357,-1.4248860413431974,-0.312024179509123,1.0872159456955313,0.7900891055212289,0.026633012051617985,-6.514614028793273,-1.7022955809669504,-0.11220950774898564,1.0
