index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
0,0.1254307123026695,1.260154602367621,-0.16046535334438988,-0.07702035368987625,-0.003432748404660514,0.036420950646548884,0.894751542410186,1.0551279357803316,3.0
1,-0.2430664209604047,-0.30304620464274723,0.02475510569025751,0.05839843376705445,-0.06627487011481474,1.0044773315217594,-0.32348255594368863,-0.08557229360340028,4.0
2,-0.15462354607275264,1.2812849035396514,-0.11708069550422295,0.08299095032908979,-0.04272040184736799,0.0784143660407046,0.9292651797251551,0.9788369222106016,3.0
3,-0.0657916078549455,-0.8837730309544203,-0.029208387211883118,1.1397527578864182,-0.0005541818937039013,0.11172385311872893,0.1892021739044049,0.9235575925251944,17.0
4,0.24715478914789096,-0.04731543477540421,-0.09209287969836016,-0.19678287103966755,-0.2344081579132729,-0.2059376725907137,1.0347264646314929,0.0661342530198914,2.0
5,0.0825927953781068,-0.09178049571042562,-0.05921071731246625,0.03184442211236052,1.0617023531236829,0.09198693685670056,1.1531728701812405,1.0530576686611863,11.0
6,0.02430872726420636,-0.03453318947882609,-0.09476470250431107,-0.02457185869872164,1.023438334465448,-0.10593285935821474,0.8080858692797687,1.2347246762492858,11.0
7,-0.0596539898532496,-0.7937161262264331,0.11182374299137036,0.1053338057687934,0.8497912668037042,1.0942605357781758,0.19848564626504447,0.2473325666798428,12.0
8,-0.20313096139525053,-0.41266108833011,0.10325440835083753,-0.16305762501200244,0.03816253118166181,-0.17635563460104267,1.0606358977163584,-0.004633392698672864,2.0
9,-0.10719956126945283,-0.8258641156332993,-0.09301668811307973,0.1457948975404907,0.9140667428984256,-0.06694203183632542,0.940629310046978,1.0440691567952245,11.0
10,0.024192092713871585,1.0110802336034412,0.029058089130399794,0.8070827222692357,0.18875046220091385,-0.12317899632637455,1.1628975673317088,-0.011731574587241866,18.0
11,-0.07730748833108195,-0.32960336683655045,-0.1706235297437206,1.031383185128106,0.04228271786106473,0.1533042106152998,0.10284820056626487,0.9629765776358336,17.0
12,-0.0446167704895949,-1.6269181023459032,0.1265844100108078,0.03884371144182905,0.8994507402756541,0.24683554757618106,0.01131214245101025,0.8653013356432244,9.0
13,0.04651235684527683,0.4374119305672228,0.140796661612786,0.13699426676453738,-0.17909701783442186,-0.12191725518896596,0.06695458473712577,0.06679217361858715,0.0
14,0.0415954748488712,-1.0974158524002722,-0.05744036054130711,0.01441522976769432,1.2215969721286593,-0.14405461957365304,0.12688529351627306,0.1819332355064046,8.0
15,-0.1699227847718872,0.14513337732702658,0.07300455117424359,0.9741730126030226,0.04821281302123322,-0.12887347099045254,-0.12555748021647534,1.0307732257334312,17.0
