index,feature_0,feature_1,feature_2,feature_3,feature_4,target
0,-36.58082741838747,-193.06966336019505,40.58131129049944,95.31785910894205,74.53942447208348,2.0
1,-67.06457131168689,-52.910298384575775,61.87255599871848,19.82177084203147,19.81947943193925,0.0
2,-30.229571661662888,-144.0202202995194,10.517943155978946,87.28673384861885,62.10592611560484,1.0
3,-31.18146661172666,-228.46315977465736,72.26689489062431,6.955526958101232,97.14143595538944,2.0
4,-111.40713188653778,-98.3410465039255,84.08205087604006,25.172215514436235,22.27337188467456,0.0
5,0.3562687495544625,-232.93507625204097,22.42342843607621,33.903013081156075,54.8518610050626,3.0
6,-12.843936313132955,-55.6937100832564,46.034776771001,32.66676831881398,63.12602499862605,1.0
7,0.7152438493947617,-211.50388011483787,18.25191676194397,32.753741610845715,39.80437511290072,3.0
8,0.4888973427533583,-101.8941071633865,48.32664850061841,79.59171633233629,23.969009305044175,1.0
9,0.1432879426044531,-66.46310211172798,53.8522716492931,61.27938404189403,9.412789208399783,1.0
10,-5.52091359347847,-98.09986521468971,62.716760930636646,21.199791750292693,11.179901333601556,1.0
11,-7.8915836390887355,-109.83347030818402,95.14412603906666,96.73504314208314,81.79774807106381,1.0
12,-29.68555615745901,-222.73993081829303,33.93830807147022,14.278850830606467,70.0021375186549,2.0
13,-18.96610562625465,-64.76631399536049,46.814486905262115,16.593632310253987,52.04180646057067,1.0
14,-3.374670093952761,-224.03075989065033,8.266909505945748,91.38543819748428,29.58409825200161,3.0
15,-16.641354789791535,-115.30591836269377,67.93961701362831,34.61255222849404,54.406462011892025,1.0
16,-18.664035279997147,-63.90919991327965,56.93747653761157,22.56117327492507,97.11053963763308,1.0
17,-42.51108509463363,-227.52435237353038,78.63761821930588,94.25239944859794,90.00859829062664,2.0
18,-86.15694092674667,-131.82856091781585,61.80049798705309,92.5780523271961,13.406787694932351,0.0
19,-6.115098893405068,-74.23548535939857,23.61837192981879,9.296592446501117,35.90638142251011,1.0
20,-34.972053790820624,-205.1088689167171,41.9243425205008,30.778158018520113,83.73006336943328,2.0
21,-11.226796309225168,-61.27449621262031,38.891566035890975,31.68877842030117,56.5561279000336,1.0
22,-2.50892096405766,-233.72465547884102,18.387801372602453,81.20871317163378,12.082311149578226,3.0
23,-0.3817849934157902,-89.32014095320787,98.75425897704916,78.36325308318244,23.87798974574638,1.0
24,-109.17910465989605,-82.87189035702286,5.524601126742228,82.46883570320925,72.15144766552362,0.0
25,-33.54297740276188,-120.14675166240472,74.2556809638938,78.27068293516484,12.034241914738585,1.0
26,-16.97925190026528,-116.188545140879,39.0542442117059,16.00756065488732,86.99482545818138,1.0
27,-21.355084586380784,-137.84285981532068,64.21332204861801,36.43531236100167,11.038043277172246,1.0
28,6.627160545475392,-234.06815009497535,34.54332056298791,35.89241559254097,74.31258694211608,3.0
29,11.057328824182614,-61.418911793195285,65.56795977874525,89.28521054475101,49.860417890385186,1.0
30,-11.651806118407462,-78.68065812194452,16.36145336413866,72.75825478618451,77.27457961860527,1.0
31,-41.09416193804365,-212.54994687122718,58.32133376910215,78.2418820956833,51.91058165461712,2.0
32,-31.970497878213454,-225.63947488058244,54.65961879128943,45.616396744062214,7.414817040689043,2.0
33,-20.297112008697557,-52.14921615333034,15.24968556436392,7.9857726402397535,65.45898907005915,1.0
34,-104.09768405765837,-108.19479349322133,34.86381820225104,53.314215660646774,91.21881502297884,0.0
35,-16.68469165133176,-110.09121158104992,28.68276176914312,43.98637768838483,76.77735816158962,1.0
36,-42.98521447845536,-103.35697905465759,26.73582572170413,12.313091433735336,32.526388026807965,1.0
37,-8.792805685740477,-88.42038011831038,20.31602228913042,93.32127697254444,81.77143605861961,1.0
38,-34.98607786552403,-202.03639177073038,65.17335686849023,87.78875606783319,81.34884730541587,2.0
39,-13.272052498251613,-88.01396204784841,22.724155594173407,89.79310485654787,56.23751298198682,1.0
40,9.971081585619029,-83.97892846832475,81.70681474058594,90.12867349273186,35.21033012232706,1.0
41,-9.879257309067178,-112.29090464080116,15.454932830129293,26.653840441484462,45.57523991949435,1.0
42,-12.672971826177964,-117.24319435160437,82.71140276263684,86.76940540935263,5.660452400463117,1.0
43,-98.29066827539543,-127.05534243494131,53.52099374486875,44.654045299134005,26.100241994719372,0.0
44,2.120334307592256,-219.60552951759263,16.387209896699865,37.07344128334466,94.57642187168932,3.0
45,-22.34729689885299,-115.52118995627792,35.70427854197174,54.285109065619785,71.78680109504191,1.0
46,-43.01146074918211,-213.18640489557046,39.54481222603293,97.31929785849128,96.43249301950055,2.0
47,-4.901293628543259,-95.33477192109105,28.919318103409594,52.238608059776624,33.583439432593124,1.0
48,-5.2008976834254526,-108.98230226967648,32.05984696585942,8.504259998680617,62.9086117280902,1.0
49,-18.85175247059139,-103.6945079704368,52.75450720674185,9.890481368748988,31.47141410247809,1.0
50,-19.10770852187196,-85.34089953112266,91.28525916683209,27.75837961336238,18.7650128486662,1.0
51,-20.070194246710802,-54.349757161326586,51.498012226368495,98.63679314050707,27.99525079359254,1.0
52,-29.609409712189077,-210.1455031438478,68.85287700355846,77.35386345622817,27.57556667927797,2.0
53,-8.717056684512084,-118.85689625048393,74.18055311812665,39.93939760832906,65.06905390639005,1.0
54,-26.14275127288602,-224.04397423183963,65.18532252228499,55.89859498710206,13.577528155168785,2.0
55,-3.3419990348052595,-102.01791450271456,84.35373708097761,35.474106172314904,22.719258487986156,1.0
56,2.4843679525379856,-209.30228545016152,8.873638447702572,61.134829602882974,69.36861437501683,3.0
57,-94.61346904438896,-159.85589374298192,6.575843748146335,53.64884053843169,26.517098643804108,0.0
58,-22.500482054970583,-101.58811436538387,66.29141508889775,21.564810755474188,70.63908511973426,1.0
59,-42.803003253411774,-77.89886509097377,41.73985789855105,93.98934892998976,18.06448969386936,1.0
