index,feature_0,feature_1,feature_2,target
0,0.06902122775742063,1.074661463363709,0.2910277466305821,1.0
1,0.13325949818720156,1.1651984436603644,1.4866616437462483,1.0
2,0.16886425805230645,0.8680278469746918,1.0327893815927378,1.0
3,2.1530373083750223,-0.09740472294208212,0.7561015391790056,2.0
4,-0.5381677493603669,0.7966828745331567,-0.16243180165991306,1.0
5,0.1071046457895142,-0.10393643928909813,-0.16248185391361994,0.0
6,-0.15244205929419327,0.9778329521773792,-0.3656593013419366,1.0
7,-0.13291320633854467,0.9280760548901136,1.311234329165241,1.0
8,2.3619824464591748,-0.22907517848844716,0.7611991427627882,2.0
9,1.7431490478014753,0.005334911104949029,0.983149542982471,2.0
10,1.9835664918983524,-0.13836194772659302,-0.4434746867028196,2.0
11,-0.1229059777888492,1.1068483239370244,1.5264948151555937,1.0
12,2.3586594164260126,-0.2278454671219972,1.2412330641195566,2.0
13,1.9358374497336084,0.1455474302682422,-0.04555974322853279,2.0
14,1.9270816403357398,0.0003431904215256074,-0.1088804282976244,2.0
15,-0.05308416824821482,-0.11974458668076805,-0.10560267866797662,0.0
16,-0.3038493361003271,0.04713709988929108,0.1451508137150681,0.0
17,0.5597323533434271,0.07107493813676813,0.6027454864084116,0.0
18,0.14990553309088014,1.0708003406378912,0.4101501327712899,1.0
19,2.2948049428309822,-0.21001060847745134,0.1181469889965151,2.0
20,-0.14491831550503184,0.022018951797832403,0.7834816003082574,0.0
21,1.9565364314156342,0.006456130627558146,-0.1967227978313144,2.0
22,-0.637168717292942,-0.07886325325211416,0.12004678392771563,0.0
23,0.15658246968506928,0.044547700984977914,0.2740567963815141,0.0
24,0.05555266104897422,1.0638167296276255,0.4602124702219616,1.0
25,1.89106500165333,-0.3011185291117515,1.1431487602345258,2.0
26,0.09575235312575413,0.2010675669034717,-0.07184189266077162,0.0
27,-0.37173212269617023,0.779871210137134,0.5809110272657154,1.0
28,2.018025798384549,0.058246800813517435,0.7431446296429831,2.0
29,-0.475170847045717,0.1140621984216446,-0.3897996531529368,0.0
30,-0.1479368467199316,1.216544800520322,0.7745418696883677,1.0
31,-0.5599619854081849,1.1511270534755382,-0.1323310997611334,1.0
32,-0.01646820018488591,1.0428331112286486,-0.35119986487430044,1.0
